,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,RA,DEC,DistFromEarthParsec
868,WASP-20 b,0,0.313,1.4580000000000002,4.8996285,0.06002999999999999,0.0,,,,85.57,1379.0,,transit,2011.0,14/02/07,00 20 38.5361,-23 56 08.567,210.0,1.202,1.392,-0.009000000000000001,5950.0,7.0,Confirmed planets,5.1605670833333335,-23.957130555555555,210.00000080877143
869,KELT-17 b,0,1.31,1.525,3.0801716,0.04881,,,,,,2087.0,,transit,2016.0,16/07/19,08 22 28.21,+13 44 07.2,210.0,1.635,1.645,-0.018000000000000002,7454.0,,Confirmed planets,125.61754166666667,206.03,210.00000122481012
870,WASP-111 b,0,1.83,1.442,2.310965,0.03914,,,,,81.61,2140.0,,transit,2014.0,14/10/14,21 55 04.23,-22 36 45.2,210.0,1.5,1.85,0.08,6400.0,2.6,Confirmed planets,328.767625,-22.725555555555555,210.00000163350336
871,KELT-4A b,2,0.902,1.699,2.9895936,,,,,,,,,transit,2015.0,15/09/30,10 28 15.011,+25 34 23.5,210.0,1.2009999999999998,1.61,-0.11599999999999999,6206.0,,"Confirmed planets, Planets in binary systems, S-type",157.06254583333333,383.59791666666666,210.00000459581526
872,TrES-2,2,1.253,1.169,2.4706134019999997,0.03556,0.0,,,,83.874,,,transit,2006.0,13/01/27,19 07 14,+49 18 59,213.0,0.983,1.003,0.001,5850.0,,"Confirmed planets, Planets in binary systems, S-type",286.80833333333334,739.7458333333333,213.00000028968796
873,HAT-P-13 b,0,0.85,1.28,2.916243,0.0426,0.0142,,,,83.3,1504.3,,transit,2009.0,12/04/08,08 39 32,+47 21 07,214.0,1.22,1.56,0.41,5638.0,,Confirmed planets,129.88333333333333,710.2791666666667,213.99999779536316
874,HAT-P-13 c,0,14.5,,448.2,1.186,0.6659999999999999,,,,,276.2,,RV,2009.0,14/02/02,08 39 32,+47 21 07,214.0,1.22,1.56,0.41,5638.0,,Confirmed planets,129.88333333333333,710.2791666666667,213.99999779536316
875,HAT-P-19 b,0,0.292,1.109,4.0087844,0.0466,0.067,256.0,,,88.89,1010.0,,transit,2010.0,15/08/15,00 38 04.012,+34 42 41.56,215.0,0.8420000000000001,0.82,0.23,4990.0,5.5,Confirmed planets,9.516716666666667,520.6731666666667,214.99999674625292
876,EPIC 201208431 b,2,,0.218,10.00329,0.0777,,,,,,563.0,,transit,2015.0,15/07/07,11 38 58.953,-03 54 20.11,218.0,0.63,0.6,-0.12,4197.0,,"Confirmed planets, Planets in binary systems, S-type",174.7456375,-3.955861111111111,217.9999987433055
877,EPIC 201635569 b,0,,0.44299999999999995,8.36802,0.0627,,,,,,488.0,,transit,2015.0,15/07/07,11 52 13.686,+02 35 39.28,219.0,0.47,0.45,-0.37,3789.0,,Confirmed planets,178.057025,38.913666666666664,218.99999910610964
878,WASP-3 b,2,2.06,1.454,1.8468372,0.0313,0.0,,,,85.06,1825.6,,transit,2007.0,11/06/23,18 34 32,+35 39 42,220.0,1.24,1.31,,6400.0,,"Confirmed planets, Planets in binary systems, S-type",278.6333333333333,534.925,219.9999981958145
879,K2-105 b,0,0.094,0.32,8.266902,,,,,,88.95,,,,2017.0,17/01/06,08 21 41,+13 29 51,220.0,1.01,0.95,0.26,5434.0,0.6,Confirmed planets,125.42083333333333,202.4625,220.000000797196
880,WASP-108 b,0,0.892,1.284,2.6755463,0.0397,,,,,88.49,1590.0,,transit,2014.0,14/10/14,13 03 18.73,-49 38 22.8,220.0,1.167,1.215,0.05,6000.0,6.4,Confirmed planets,195.82804166666668,-49.696666666666665,220.0000020349427
881,HD 5583 b,0,5.78,,139.35,0.53,0.076,12.0,,,,,,RV,2016.0,16/03/21,00 57 57,+34 59 08,221.0,1.01,9.09,-0.5,4830.0,7.4,Confirmed planets,14.4875,524.7833333333333,221.0000016482605
882,Kepler-99 b,0,0.019346000000000002,0.134873,4.60358,,,,,,,,,transit,2014.0,14/02/24,19 49 25,+41 18 00,221.3,0.79,0.73,0.18,4782.0,1.47,Confirmed planets,297.3541666666667,619.5,221.30000181736472
883,KELT-6 c,0,3.71,,1276.0,2.39,0.21,268.7,,,,,,RV,2015.0,15/08/27,13 03 55.648,+30 38 24.18,222.0,1.126,1.5290000000000001,-0.27,6272.0,4.9,Confirmed planets,195.98186666666666,459.60075,222.00000104429347
884,KELT-6 b,0,0.442,1.18,7.845582,0.08,0.028999999999999998,308.0,,,88.81,,,transit,2013.0,15/08/27,13 03 55.648,+30 38 24.18,222.0,1.126,1.5290000000000001,-0.27,6272.0,4.9,Confirmed planets,195.98186666666666,459.60075,222.00000104429347
885,Kepler-94 b,0,0.034099000000000004,0.319867,2.50806,,,,,,,,,transit,2014.0,14/02/24,18 44 47,+47 29 49,223.0,0.81,0.76,0.34,4781.0,1.41,Confirmed planets,281.1958333333333,712.4541666666667,222.99999991273182
886,Kepler-94 c,0,9.83346,,820.3,,,,,,,,,RV,2014.0,14/02/24,18 44 47,+47 29 49,223.0,0.81,0.76,0.34,4781.0,1.41,Confirmed planets,281.1958333333333,712.4541666666667,222.99999991273182
887,Kepler-125 b,0,,0.21598,4.164389,,,,,,,,,transit,2014.0,14/02/26,19 53 01,+47 36 17,223.85,0.537,0.512,,3810.0,,Confirmed planets,298.25416666666666,714.0708333333333,223.8500028449093
888,Kepler-125 c,0,,0.06744,5.774464,,,,,,,,,transit,2014.0,14/02/26,19 53 01,+47 36 17,223.85,0.537,0.512,,3810.0,,Confirmed planets,298.25416666666666,714.0708333333333,223.8500028449093
889,Kepler-126 b,0,,0.13852,10.495711,0.09699999999999999,0.07,,,,87.6,,,transit,2014.0,15/07/22,19 17 23,+44 12 30,224.69,1.11,1.358,,6239.0,,Confirmed planets,289.34583333333336,663.125,224.68999553882676
890,Kepler-126 d,0,,0.22783,100.28313399999999,0.43700000000000006,0.02,,,,89.8,,,transit,2014.0,15/07/22,19 17 23,+44 12 30,224.69,1.11,1.358,,6239.0,,Confirmed planets,289.34583333333336,663.125,224.68999553882676
891,Kepler-126 c,0,,0.14399,21.869741,0.158,0.19,,,,88.4,,,transit,2014.0,15/07/22,19 17 23,+44 12 30,224.69,1.11,1.358,,6239.0,,Confirmed planets,289.34583333333336,663.125,224.68999553882676
892,EPIC 201637175 b,2,,,0.381071,0.0088,,,,,,,,transit,2015.0,15/05/03,11 17 55.856,+02 37 06.79,225.0,0.6,0.57,0.03,3830.0,,"Confirmed planets, Planets in binary systems, S-type",169.48273333333333,39.27829166666667,224.99999995989657
893,WASP-67 b,0,0.42,1.4,4.61442,0.0517,0.0,,,,85.8,940.6,,transit,2011.0,12/04/24,19 42 59,-19 56 58,225.0,0.87,0.87,-0.07,5200.0,,Confirmed planets,295.74583333333334,-20.094444444444445,225.00000140692916
894,Kepler-131 b,0,0.05074,0.21962399999999999,16.092,,,,,,,,,transit,2014.0,14/02/24,19 14 07,+40 56 32,226.3,1.02,1.03,0.12,5685.0,3.66,Confirmed planets,288.52916666666664,614.1333333333333,226.29999979543194
895,Kepler-131 c,0,0.025952,0.076549,25.5169,,,,,,,,,transit,2014.0,14/02/24,19 14 07,+40 56 32,226.3,1.02,1.03,0.12,5685.0,3.66,Confirmed planets,288.52916666666664,614.1333333333333,226.29999979543194
896,HD 28678 b,0,1.7,,387.1,1.24,0.168,,,,,499.6,,RV,2011.0,12/07/24,04 31 28,+04 34 48,227.0,1.74,6.2,-0.11,5076.0,,Confirmed planets,67.86666666666666,68.7,227.00000140579283
897,WASP-139 b,0,0.11699999999999999,0.8,5.924262000000001,0.062,0.0,,,,88.9,,,transit,2016.0,16/07/11,03 18 15,-41 41 52,230.0,,,0.2,5310.0,0.5,Confirmed planets,49.5625,-41.827777777777776,229.99999796150263
898,WASP-21 b,0,0.276,1.162,4.3225185999999995,0.0499,0.0,,,,86.97,1333.0,,transit,2010.0,14/11/05,23 09 58,+18 23 46,230.0,0.89,1.136,-0.46,5800.0,,Confirmed planets,347.4916666666667,275.94166666666666,229.9999985731827
899,WASP-50 b,0,1.47,1.15,1.955096,0.02945,0.009000000000000001,,,,84.74,1289.9,,transit,2011.0,11/08/15,02 54 45,-10 53 53,230.0,0.89,0.84,-0.12,5400.0,,Confirmed planets,43.6875,-11.030555555555555,230.00000016224485
900,HAT-P-8 b,2,1.275,1.321,3.0763402,0.0439,0.0,,,,87.8,1713.0,,transit,2008.0,13/07/31,22 52 10,+35 26 50,230.0,1.192,1.475,0.01,6200.0,4.3,"Confirmed planets, Planets in binary systems, S-type",343.0416666666667,531.7083333333334,230.00000283112428
901,WASP-39 b,0,0.28,1.27,4.0552589999999995,0.0486,0.0,,,,87.83,1021.8,,transit,2011.0,11/09/08,14 29 18,-03 26 40,230.0,0.93,0.895,-0.12,5400.0,,Confirmed planets,217.325,-3.5444444444444447,230.00000379033054
902,Kepler-249 b,0,,0.09933,3.306539,,,,,,,,,transit,2014.0,14/02/26,19 47 56,+43 39 30,230.75,0.506,0.48200000000000004,,3568.0,,Confirmed planets,296.98333333333335,654.875,230.74999992707578
903,Kepler-249 c,0,,0.13760999999999998,7.113702,,,,,,,,,transit,2014.0,14/02/26,19 47 56,+43 39 30,230.75,0.506,0.48200000000000004,,3568.0,,Confirmed planets,296.98333333333335,654.875,230.74999992707578
904,Kepler-249 d,0,,0.14307,15.368459,,,,,,,,,transit,2014.0,14/02/26,19 47 56,+43 39 30,230.75,0.506,0.48200000000000004,,3568.0,,Confirmed planets,296.98333333333335,654.875,230.74999992707578
905,HD 11755 b,0,6.5,,433.7,1.08,0.19,,,,,,,RV,2015.0,15/09/30,01 58 50.087,+73 09 08.58,231.5,0.9,27.3,-0.74,4312.5,,Confirmed planets,29.708695833333334,1097.28575,231.50000042524374
906,WASP-126 b,0,0.28,0.96,3.2888,0.0449,,,,,87.9,1480.0,,transit,2016.0,16/02/04,04 13 29.72,-69 13 36.5,234.0,1.12,,0.17,5800.0,,Confirmed planets,63.37383333333333,-69.31805555555556,234.00000406804904
907,HAT-P-16 b,2,4.1930000000000005,1.19,2.7759712000000003,0.0413,0.036000000000000004,,,,87.74,1567.0,,transit,2010.0,14/11/05,00 38 18,+42 27 47,235.0,1.216,1.158,0.12,6140.0,,"Confirmed planets, Planets in binary systems, S-type",9.575,636.9458333333333,235.00000334836201
908,KELT-8 b,0,0.867,1.86,3.2440599999999997,0.04571,0.035,,,,82.65,1675.0,,transit,2015.0,15/05/25,18 53 13.322,+24 07 38.6,236.0,1.2109999999999999,1.67,0.272,5754.0,,Confirmed planets,283.3055083333333,361.91083333333336,235.9999966798571
909,WASP-79 b,0,0.9,1.7,3.6623817,0.0362,0.0,,,,85.4,1958.7,,transit,2012.0,13/06/04,04 25 29,-30 36 02,240.0,1.56,1.64,0.03,6600.0,,Confirmed planets,66.37083333333334,-30.605555555555558,239.99999691890238
910,KOI-4427.01,0,,0.20800000000000002,147.6606,0.419,,,,,89.97,,,transit,2015.0,15/01/28,19 40 28.13,+39 16 26.7,240.0,0.526,0.505,-0.07,3813.0,3.6,Controversial,295.11720833333334,589.11125,240.00000029782348
911,WASP-87 b,0,2.18,1.385,1.682795,0.029460000000000004,,,,,81.07,2322.0,,transit,2014.0,14/10/14,12 21 17.92,-52 50 27.0,240.0,1.204,1.6269999999999998,-0.41,6450.0,3.8,Confirmed planets,185.32466666666667,-52.90833333333334,240.00000425573685
912,Kepler-327 c,0,,0.09386,5.212333,,,,,,,,,transit,2014.0,14/02/26,19 30 34,+44 05 15,241.74,0.547,0.49200000000000005,,3799.0,,Confirmed planets,292.64166666666665,661.3125,241.7400000312653
913,Kepler-327 b,0,,0.10115,2.549575,,,,,,,,,transit,2014.0,14/02/26,19 30 34,+44 05 15,241.74,0.547,0.49200000000000005,,3799.0,,Confirmed planets,292.64166666666665,661.3125,241.7400000312653
914,Kepler-327 d,0,,0.15766,13.969457,,,,,,,,,transit,2014.0,14/02/26,19 30 34,+44 05 15,241.74,0.547,0.49200000000000005,,3799.0,,Confirmed planets,292.64166666666665,661.3125,241.7400000312653
915,Kepler-381 c,0,,0.10207000000000001,13.391635,,,,,,,,,transit,2014.0,14/02/26,19 00 43,+43 49 51,243.23,1.3780000000000001,1.568,,6152.0,,Confirmed planets,285.1791666666667,657.4625,243.23000238043517
916,Kepler-381 b,0,,0.09022000000000001,5.629021,,,,,,,,,transit,2014.0,14/02/26,19 00 43,+43 49 51,243.23,1.3780000000000001,1.568,,6152.0,,Confirmed planets,285.1791666666667,657.4625,243.23000238043517
917,WASP-70 A b,2,0.59,1.1640000000000001,3.7130203,0.048530000000000004,,,,,87.12,1387.0,,transit,2011.0,13/10/22,21 01 54,-13 26 00,245.0,1.1059999999999999,1.215,-0.006,5700.0,9.5,"Confirmed planets, Planets in binary systems, S-type",315.475,-13.433333333333334,245.00000079159452
918,WASP-129 b,0,1.0,0.93,5.748145,0.0628,,,,,87.7,1100.0,,transit,2016.0,16/02/04,11 45 11.75,-42 03 50.1,246.0,1.0,,0.15,5900.0,,Confirmed planets,176.29895833333333,-42.189166666666665,245.99999900320785
919,Kepler-65 b,0,,0.1257,2.1549156000000003,0.035,0.02,,,,81.0,,,transit,2013.0,13/02/17,19 14 45,+41 09 04,246.65,1.25,1.41,0.17,6211.0,2.9,Confirmed planets,288.6875,617.2666666666667,246.6500002572311
920,Kepler-65 c,0,,0.2294,5.8599407999999995,0.068,0.08,,,,81.0,,,transit,2013.0,13/02/17,19 14 45,+41 09 04,246.65,1.25,1.41,0.17,6211.0,2.9,Confirmed planets,288.6875,617.2666666666667,246.6500002572311
921,Kepler-65 d,0,,0.1344,8.131231,0.084,0.1,,,,81.0,,,transit,2013.0,13/02/17,19 14 45,+41 09 04,246.65,1.25,1.41,0.17,6211.0,2.9,Confirmed planets,288.6875,617.2666666666667,246.6500002572311
922,HAT-P-38 b,0,0.267,0.825,4.640382,0.0523,0.067,,,,88.3,987.0,,transit,2012.0,13/05/29,02 21 32,+32 14 47,249.0,0.8859999999999999,0.9229999999999999,0.06,5330.0,,Confirmed planets,35.38333333333333,483.6958333333333,248.99999673282332
923,EPIC 201549860 b,2,,0.203,5.6084,0.0555,,,,,,766.0,,transit,2015.0,15/07/07,11 20 24.739,+01 17 09.44,249.0,0.73,0.69,0.05,4523.0,,"Controversial, Planets in binary systems, S-type",170.10307916666667,19.28933333333333,249.000003936501
924,WASP-118 b,0,0.514,1.44,4.0460435,0.054529999999999995,,,,,88.7,,,transit,2016.0,16/08/10,01 18 12,+02 42 10,250.0,1.32,1.696,0.16,6410.0,,Confirmed planets,19.55,40.541666666666664,249.9999964578261
925,WASP-131 b,0,0.27,1.22,5.322023000000001,0.0607,0.0,,,,85.0,,,transit,2016.0,16/07/11,14 00 46,-30 24 59,250.0,1.06,1.53,0.18,6030.0,4.5,Confirmed planets,210.19166666666666,-30.563888888888886,249.99999694567472
926,WASP-12 b,2,1.4040000000000001,1.736,1.0914222,0.022930000000000002,0.0,,,,86.0,2319.7,,transit,2008.0,13/07/31,06 30 33,+29 40 20,250.0,1.35,1.599,0.3,6118.0,,"Confirmed planets, Planets in binary systems, S-type",97.6375,445.0833333333333,249.9999975516744
927,WASP-26 b,0,1.028,1.281,2.7566004,0.03985,0.0,,,,82.91,1521.3,,transit,2010.0,12/07/05,00 18 25,-15 16 02,250.0,1.12,1.34,-0.02,5950.0,,Confirmed planets,4.604166666666667,-15.272222222222224,250.00000047472182
928,WASP-19 b,0,1.168,1.386,0.78884,0.01655,0.0046,,,,79.4,1911.5,,transit,2009.0,12/07/05,09 53 40,-45 39 33,250.0,0.97,0.99,0.02,5500.0,,Confirmed planets,148.41666666666666,-45.74166666666667,250.00000065761026
929,WASP-93 b,0,1.47,1.597,2.7325321,0.04211,,,,,81.18,,,transit,2016.0,16/08/07,00 37 50,+51 17 20,250.0,1.3,1.06,0.07,6700.0,,Confirmed planets,9.458333333333334,769.3333333333334,250.00000454013045
930,EPIC 201546283 b,0,0.09156,0.397,6.77145,,0.16,,,,,,,transit,2015.0,16/03/07,11 26 03.639,+01 13 50.66,251.0,0.89,0.85,0.14,5320.0,,Confirmed planets,171.5151625,18.461083333333335,250.99999868105
931,HD 5891 b,0,7.6,,177.11,0.76,0.066,,,,,731.8,,RV,2011.0,11/08/23,01 00 59,+20 17 56,251.0,1.91,8.7,-0.02,4907.0,,Confirmed planets,15.245833333333334,304.48333333333335,251.00000420344446
932,HAT-P-21 b,0,4.063,1.024,4.124461,0.0494,0.228,,,,87.2,1161.5,,transit,2010.0,13/05/29,11 25 06,+41 01 41,254.0,0.9470000000000001,1.105,0.01,5588.0,,Confirmed planets,171.275,615.4208333333333,253.9999997333334
933,K2-39 b,0,0.125,0.73,4.60543,0.062,0.152,,,,80.0,,,,2016.0,17/02/02,22 39 28,-09 58 38,255.0,1.53,3.88,0.32,4881.0,3.09,Confirmed planets,339.8666666666667,-10.072222222222223,254.99999675411885
934,WASP-56 b,0,0.5710000000000001,1.092,4.617101,0.05458,0.0,,,,88.5,1216.0,,transit,2011.0,12/10/08,12 13 27,+23 03 20,255.0,1.03,0.99,,5600.0,,Confirmed planets,183.3625,345.8333333333333,255.00000191424627
935,XO-5 b,0,1.077,1.03,4.1877537,0.0487,0.0,,,,86.8,1133.5,,transit,2008.0,11/03/07,07 46 52,+39 05 41,255.0,0.88,1.06,0.18,5510.0,,Confirmed planets,116.71666666666667,586.4208333333333,255.00000211603893
936,Kepler-113 c,0,,0.198664,8.92507,,,,,,,,,transit,2014.0,14/02/24,19 11 59,+50 56 39,255.9,0.75,0.69,0.05,4725.0,6.89,Confirmed planets,287.99583333333334,764.1625,255.8999981852175
937,Kepler-113 b,0,0.036805000000000004,0.165857,4.754,,,,,,,,,transit,2014.0,14/02/24,19 11 59,+50 56 39,255.9,0.75,0.69,0.05,4725.0,6.89,Confirmed planets,287.99583333333334,764.1625,255.8999981852175
938,HATS-7 b,0,0.12,0.563,3.185315,0.040119999999999996,,,,,87.92,,,transit,2015.0,15/07/07,13 55 25.68,-21 12 27.7,257.0,0.8490000000000001,0.815,0.25,4985.0,7.8,Confirmed planets,208.857,-21.276944444444442,256.9999997843128
939,HAT-P-34 b,0,3.3280000000000003,1.197,5.4527,0.0677,0.441,,,,87.1,1335.3,,transit,2012.0,13/05/29,20 12 46.885,+18 06 17.42,257.0,1.392,1.535,0.22,6442.0,,Confirmed planets,303.1953541666667,271.57258333333334,256.99999997325017
940,HATS-5 b,0,0.237,0.912,4.763387000000001,0.0542,,,,,89.3,1025.0,,transit,2014.0,14/01/09,04 28 53.489,-21 28 54.90,257.0,0.9359999999999999,0.871,0.19,5304.0,3.6,Confirmed planets,67.22287083333333,-21.619166666666665,257.0000014266393
941,XO-3 b,0,11.79,1.217,3.1915239,0.0454,0.26,,,,84.2,1554.5,,transit,2007.0,12/04/08,04 21 53,+57 49 01,260.0,1.213,1.3769999999999998,-0.177,6429.0,,Confirmed planets,65.47083333333333,867.2541666666667,259.99999581603385
942,WASP-75 b,0,1.07,1.27,2.484193,0.0375,0.0,,,,82.0,1710.0,,transit,2013.0,13/07/25,22 49 33,-10 40 32,260.0,1.14,1.26,0.07,6100.0,,Confirmed planets,342.3875,-10.755555555555555,260.0000011512794
943,Kepler-440 b,0,,0.166,101.11140999999999,0.242,,,,,89.93,,,transit,2015.0,15/01/28,19 01 23.99,+41 27 07.9,261.0,0.575,0.5589999999999999,-0.3,4134.0,1.3,Confirmed planets,285.34995833333335,621.7829166666667,260.99999596140805
944,K2-108 b,0,0.187,0.47100000000000003,4.73401,0.0573,0.18,,,,,,,,2016.0,17/02/02,08 13 32,+16 25 11,262.4,1.121,1.75,0.33,5474.0,7.8,Confirmed planets,123.38333333333334,246.29583333333332,262.39999900883146
945,KOI-2672.02,0,,0.318956,42.99066,0.228,,,,,,525.0,,transit,2013.0,13/08/06,19 44 31,+48 58 39,263.4,0.95,1.04,,5565.0,,Confirmed planets,296.12916666666666,734.6625,263.4000029503092
946,KOI-2672.01,0,,0.482991,88.51658,0.369,,,,,,413.0,,transit,2013.0,13/08/06,19 44 31,+48 58 39,263.4,0.95,1.04,,5565.0,,Confirmed planets,296.12916666666666,734.6625,263.4000029503092
947,HD 24064 b,0,9.4,,536.6,1.29,0.35,,,,,,,RV,2015.0,15/09/30,03 56 36.297,+74 04 48.12,264.4,1.0,38.0,-0.49,4052.5,,Confirmed planets,59.1512375,1111.2005,264.39999749028425
948,Kepler-210 b,0,,0.3419,2.4532,0.014207696090000001,,,,,77.86,,,transit,2014.0,14/03/14,19 30 00,+43 04 59,265.15,0.612,0.65,,4559.0,0.35,Confirmed planets,292.5,646.2458333333333,265.1499972313996
949,Kepler-210 c,0,,0.436,7.9725,0.037102328510000004,,,,,85.73,,,transit,2014.0,14/03/14,19 30 00,+43 04 59,265.15,0.612,0.65,,4559.0,0.35,Confirmed planets,292.5,646.2458333333333,265.1499972313996
950,Kepler-130 b,0,,0.09295,8.457458,0.08,0.15,,,,89.6,,,transit,2014.0,15/07/22,19 13 48,+40 14 43,266.39,0.965,1.127,,5884.0,,Confirmed planets,288.45,603.6791666666667,266.39000357976005
951,Kepler-130 d,0,,0.14945,87.517905,0.381,,,,,89.3,,,transit,2014.0,15/07/22,19 13 48,+40 14 43,266.39,0.965,1.127,,5884.0,,Confirmed planets,288.45,603.6791666666667,266.39000357976005
952,Kepler-130 c,0,,0.25608000000000003,27.508653000000002,0.17600000000000002,0.08,,,,89.8,,,transit,2014.0,15/07/22,19 13 48,+40 14 43,266.39,0.965,1.127,,5884.0,,Confirmed planets,288.45,603.6791666666667,266.39000357976005
953,Kepler-114 d,0,,0.22054,11.776133999999999,,,,,,,,,transit,2014.0,14/02/26,19 36 29,+48 20 58,267.07,0.7090000000000001,0.667,,4605.0,,Confirmed planets,294.12083333333334,725.2416666666667,267.06999838594203
954,Kepler-114 c,0,,0.1367,8.041348,,,,,,,,,transit,2014.0,14/02/26,19 36 29,+48 20 58,267.07,0.7090000000000001,0.667,,4605.0,,Confirmed planets,294.12083333333334,725.2416666666667,267.06999838594203
955,Kepler-114 b,0,,0.11482,5.188549,,,,,,,,,transit,2014.0,14/02/26,19 36 29,+48 20 58,267.07,0.7090000000000001,0.667,,4605.0,,Confirmed planets,294.12083333333334,725.2416666666667,267.06999838594203
956,Kepler-120 c,0,,0.13943,12.794585000000001,,,,,,,,,transit,2014.0,14/02/26,19 11 34,+39 20 20,267.74,0.654,0.534,,4096.0,,Confirmed planets,287.89166666666665,590.0833333333334,267.7400017599937
957,Kepler-120 b,0,,0.19593,6.312501,,,,,,,,,transit,2014.0,14/02/26,19 11 34,+39 20 20,267.74,0.654,0.534,,4096.0,,Confirmed planets,287.89166666666665,590.0833333333334,267.7400017599937
958,HAT-47 b,0,0.20600000000000002,1.3130000000000002,4.732182,0.0615,0.0,,,,84.8,,,transit,2016.0,16/06/16,02 33 14,+30 21 38,268.0,1.3869999999999998,1.515,0.0,6703.0,1.5,Confirmed planets,38.30833333333333,455.40833333333336,267.9999960539146
959,Kepler-50 c,0,0.026041,0.1977527,9.37647,0.087,,,,,82.0,,,transit,2012.0,13/02/17,19 12 24,+50 02 01,269.79,1.24,1.58,0.03,6225.0,3.8,Confirmed planets,288.1,750.5041666666667,269.7899972514138
960,Kepler-50 b,0,0.015962999999999998,0.155832,7.812539999999999,0.077,,,,,82.0,,,transit,2012.0,13/02/17,19 12 24,+50 02 01,269.79,1.24,1.58,0.03,6225.0,3.8,Confirmed planets,288.1,750.5041666666667,269.7899972514138
961,WASP-121 b,0,1.183,1.807,1.2749255,0.02544,,,,,87.6,2358.0,,transit,2015.0,15/06/08,07 10 24.058,-39 05 50.55,270.0,1.3530000000000002,1.4580000000000002,0.13,6459.0,1.5,Confirmed planets,107.60024166666666,-39.22375,270.0000001580713
962,EPIC 201577035 b,0,0.085,0.3426,19.3044,,0.31,,,,,,,transit,2015.0,16/03/07,11 28 29.27,+01 41 26.29,271.0,0.92,0.98,-0.07,5620.0,,Confirmed planets,172.12195833333334,25.359541666666665,270.99999628447773
963,HD 175370 b,0,4.6,,349.5,0.98,0.22,162.0,,,,,,RV,2016.0,16/09/21,18 52 60,+43 42 49,272.0,1.02,23.5,-0.52,4301.0,8.7,Confirmed planets,283.25,655.7041666666667,271.9999973275939
964,Kepler-345 b,0,,0.06744,7.415563000000001,,,,,,,,,transit,2014.0,14/02/26,19 40 54,+45 58 15,272.73,0.61,0.623,,4504.0,,Confirmed planets,295.225,689.5625,272.7299999174586
965,Kepler-345 c,0,,0.10935999999999998,9.387427,,,,,,,,,transit,2014.0,14/02/26,19 40 54,+45 58 15,272.73,0.61,0.623,,4504.0,,Confirmed planets,295.225,689.5625,272.7299999174586
966,Kepler-369 c,0,,0.12849000000000002,14.871572,,,,,,,,,transit,2014.0,14/02/26,19 34 41,+47 54 30,279.57,0.47,0.47100000000000003,,3591.0,,Confirmed planets,293.67083333333335,718.625,279.57000022984437
967,Kepler-369 b,0,,0.10298,2.732756,,,,,,,,,transit,2014.0,14/02/26,19 34 41,+47 54 30,279.57,0.47,0.47100000000000003,,3591.0,,Confirmed planets,293.67083333333335,718.625,279.57000022984437
968,Kepler-352 b,0,,0.07837000000000001,10.05537,,,,,,,,,transit,2014.0,14/02/26,19 59 35,+46 03 07,279.58,,0.7809999999999999,,5212.0,,Confirmed planets,299.8958333333333,690.7791666666667,279.57999943105943
969,Kepler-352 c,0,,0.113,16.332995,,,,,,,,,transit,2014.0,14/02/26,19 59 35,+46 03 07,279.58,,0.7809999999999999,,5212.0,,Confirmed planets,299.8958333333333,690.7791666666667,279.57999943105943
970,Kepler-231 c,0,,0.17588,19.271566,,,,,,,,,transit,2014.0,14/02/26,19 35 53,+50 31 54,280.31,0.58,0.49,,3767.0,,Confirmed planets,293.97083333333336,757.975,280.3099992655418
971,Kepler-231 b,0,,0.15766,10.065275,,,,,,,,,transit,2014.0,14/02/26,19 35 53,+50 31 54,280.31,0.58,0.49,,3767.0,,Confirmed planets,293.97083333333336,757.975,280.3099992655418
972,HAT-P-32 b,2,0.941,2.037,2.150009,0.0344,0.163,,,,88.7,1677.4,,transit,2011.0,13/05/29,02 04 10.278,+46 41 16.21,283.0,1.176,1.3869999999999998,-0.16,6207.0,,"Confirmed planets, Planets in binary systems, S-type",31.042825,700.3175416666667,282.99999563439155
973,WASP-106 b,0,1.925,1.085,9.289715,0.0917,,,,,89.49,1140.0,,transit,2014.0,14/08/06,11 05 43,-05 04 46,283.0,1.192,1.393,-0.09,6055.0,7.0,Confirmed planets,166.42916666666667,-5.194444444444445,282.9999977587551
974,Kepler-441 b,0,,0.146,207.2482,0.64,,,,,89.97,,,transit,2015.0,15/01/28,18 58 16.05,+49 00 45.2,284.0,0.0572,0.55,-0.57,4340.0,1.9,Confirmed planets,284.566875,735.1883333333334,283.9999987895621
975,HATS-21 b,0,0.332,1.123,3.5543972999999998,0.04676,0.0,,,,85.04,,,transit,2016.0,16/07/28,18 40 44,-58 32 27,286.0,1.08,1.021,0.3,5695.0,2.3,Confirmed planets,280.18333333333334,-58.608333333333334,286.00000190249347
976,Kepler-137 c,0,,0.17132,18.735753,,,,,,,,,transit,2014.0,14/02/26,18 48 32,+43 02 20,288.7,0.9079999999999999,0.802,,5187.0,,Confirmed planets,282.1333333333333,645.5833333333334,288.69999994454014
